"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX2619681","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518604","","1274.75","1","37852768","1135147102","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 10h post-infection), replicate 1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619680","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518603","","1412.06","1","42766719","1242349575","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 5h post-infection), replicate 3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619679","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518602","","1711.39","1","50653765","1517290960","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 5h post-infection), replicate 2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619678","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518601","","1392.37","1","41444539","1232868408","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 5h post-infection), replicate 1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619677","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518600","","1218.31","1","36519762","1072544267","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619676","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518599","","1892.05","1","55977053","1682594873","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619675","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518598","","1589.32","1","48034579","1415792285","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619674","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518597","","1298.28","1","38913298","1137158598","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 3","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619673","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518596","","1789.13","1","54067560","1595685866","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX2619672","NextSeq 500 sequencing","Homo sapiens","NextSeq 500","","ERP108595","Ribosome profiling and RNA sequencing of human LoVo epithelial cells in response to infection by Listeria monocytogenes","ERS2518595","","1442.54","1","43279864","1287672558","Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX8271784","GSM4519044: WT_RPF_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603271","","194.4","1","15462723","472073896","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271783","GSM4519043: WT_RPF_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603270","","169.6","1","13238234","394077253","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271782","GSM4519042: EV_RPF_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603269","","187.24","1","15516921","447531820","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271781","GSM4519041: EV_RPF_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603268","","213.11","1","17441382","521400684","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271780","GSM4519040: WT_input_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603267","","164.42","1","13110977","361084736","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271779","GSM4519039: WT_input_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603266","","139.74","1","11082839","306650879","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271778","GSM4519038: EV_input_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603265","","174.2","1","14156141","381102884","","OTHER","TRANSCRIPTOMIC","other"
"SRX8271777","GSM4519037: EV_input_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP260267","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in MEF Wt cells overexpressing  METTL1+WDR4","SRS6603264","","170.91","1","13864859","373584267","","OTHER","TRANSCRIPTOMIC","other"
"ERX2151380","Illumina HiSeq 2000 sequencing; Ribosome profiling and RNA-seq of in vitro differentiated human CD4+ Th1 cells.","Homo sapiens","Illumina HiSeq 2000","INGM, National Institute of Molecular Genetics, “R","ERP024464","Ribosome profiling and RNA-seq of in vitro differentiated human CD4+ Th1 cells.","ERS1868722","","208.97","1","5129748","512974800","Riboseq CHX pool_s","RIP-Seq","TRANSCRIPTOMIC","other"
"SRX7521419","GSM4256670: AK3_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961027","","2790.28","1","68961832","6916524905","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521418","GSM4256669: AK2_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961026","","2150.75","1","53410420","5352109110","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521417","GSM4256668: AK1_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961025","","2791.06","1","68880304","6903633990","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521416","GSM4256667: SK3_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961023","","3222.37","1","78868784","7909300934","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521415","GSM4256666: SK2_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961024","","2908.17","1","70739023","7091276455","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521414","GSM4256665: SK1_M (L7); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961022","","2275.17","1","56139501","5629045329","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521413","GSM4256664: AK3_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961020","","2775.67","1","68600700","6880225157","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521412","GSM4256663: AK2_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961021","","2138.34","1","53159052","5326709778","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521411","GSM4256662: AK1_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961019","","2768.8","1","68411183","6856641872","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521410","GSM4256661: SK3_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961018","","3182.83","1","78068579","7829293579","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521409","GSM4256660: SK2_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961017","","2878.86","1","70180391","7035675770","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7521408","GSM4256659: SK1_M (L6); Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 2500","GEO","SRP240357","Ribosome profiling under ABCE1 depletion to study aberrant translation termination","SRS5961016","","2256.19","1","55729772","5587854673","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7483749","GSM4240284: Ribo-Seq_SRSF7_OE_RepB; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926442","","2498.28","1","48265047","3668143572","","OTHER","TRANSCRIPTOMIC","other"
"SRX7483748","GSM4240283: Ribo-Seq_SRSF7_OE_RepA; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926441","","3069.75","1","59558550","4526449800","","OTHER","TRANSCRIPTOMIC","other"
"SRX7483747","GSM4240282: Ribo-Seq_Ctrl_RepA; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926440","","1939.89","1","37232550","2829673800","","OTHER","TRANSCRIPTOMIC","other"
"SRX7483746","GSM4240281: RNA-Seq_SRSF7_OE_RepB; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926439","","2133.24","1","46624518","3543463368","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7483745","GSM4240280: RNA-Seq_SRSF7_OE_RepA; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926438","","2095.32","1","45624313","3467447788","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7483744","GSM4240279: RNA-Seq_Ctrl_RepB; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926437","","2008.25","1","43900542","3336441192","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7483743","GSM4240278: RNA-Seq_Ctrl_RepA; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP239192","RNA-Seq and Ribo-Seq of P19 WT and SRSF7-GFP overexpressing cells","SRS5926443","","2072.76","1","45390456","3449674656","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX7217435","GSM4192441: U343_Riboseq_T24_replicate_3 [U343_L3_5GY_T24_S18_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720083","","1022.81","1","58391812","2977982412","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217434","GSM4192440: U343_Riboseq_T1_replicate_3 [U343_L3_5GY_T1_S17_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720082","","684.04","1","38841828","1980933228","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217433","GSM4192439: U343_Riboseq_T0_replicate_3 [U343_L3_0GY_T0_S16_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720081","","701.86","1","40303232","2055464832","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217432","GSM4192438: U343_Riboseq_T24_replicate_2 [U343_L2_5GY_T24_S15_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720080","","800.73","1","46232582","2357861682","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217431","GSM4192437: U343_Riboseq_T1_replicate_2 [U343_L2_5GY_T1_S14_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720079","","910.74","1","52438781","2674377831","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217430","GSM4192436: U343_Riboseq_T0_replicate_2 [U343_L2_0GY_T0_S13_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720078","","723.89","1","41378873","2110322523","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217429","GSM4192435: U343_Riboseq_T24_replicate_1 [U343_L1_5GY_T24_S12_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720077","","1119.02","1","64580404","3293600604","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217428","GSM4192434: U343_Riboseq_T1_replicate_1 [U343_L1_5GY_T1_S11_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720076","","756.09","1","42924997","2189174847","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217427","GSM4192433: U343_Riboseq_T0_replicate_1 [U343_L1_0GY_T0_S10_L002]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720075","","463.51","1","26501322","1351567422","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217426","GSM4192432: U251_Riboseq_T24_replicate_3 [U251_L3_5GY_T24_S9_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720074","","858.73","1","43738781","2230677831","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217425","GSM4192431: U251_Riboseq_T1_replicate_3 [U251_L3_5GY_T1_S8_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720073","","867.84","1","44324902","2260570002","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217424","GSM4192430: U251_Riboseq_T24_replicate_2 [U251_L2_5GY_T24_S6_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720072","","873.96","1","45522297","2321637147","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217423","GSM4192429: U251_Riboseq_T1_replicate_2 [U251_L2_5GY_T1_S5_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720071","","794.79","1","41566224","2119877424","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217422","GSM4192428: U251_Riboseq_T0_replicate_2 [U251_L2_0GY_T0_S4_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720070","","841.53","1","43737586","2230616886","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217421","GSM4192427: U251_Riboseq_T24_replicate_1 [U251_TC1_5GY_T24_S3_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720069","","902.37","1","46398998","2366348898","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217420","GSM4192426: U251_Riboseq_T1_replicate_1 [U251_TC1_5GY_T1_S2_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720068","","916.75","1","47597202","2427457302","","OTHER","TRANSCRIPTOMIC","other"
"SRX7217419","GSM4192425: U251_Riboseq_T0_replicate_1 [U251_TC1_0GY_T0_S1_L001]; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2000","GEO","SRP233276","Integrated analyses of early responses to radiation in glioblastoma identify new alterations in RNA processing and candidate targets to improve treatment outcomes","SRS5720067","","801.19","1","41217014","2102067714","","OTHER","TRANSCRIPTOMIC","other"
"SRX6904495","GSM4096800: Batch RiboSeq; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","NextSeq 500","GEO","SRP223273","Long term cellular adaptation of protein levels to metabolic flux, coordinated by cyclic transcription","SRS5436391","","930.17","1","50347266","2517363300","","OTHER","TRANSCRIPTOMIC","other"
"SRX6904494","GSM4096799: YMC RiboSeq; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","NextSeq 500","GEO","SRP223273","Long term cellular adaptation of protein levels to metabolic flux, coordinated by cyclic transcription","SRS5436390","","2238.2","1","60300632","3015031600","","OTHER","TRANSCRIPTOMIC","other"
"SRX5889211","RiboSeq sample of M. tuberculosis carrying pMC1s-mazF-mt9 -ATC (uninduced) 3 days","Mycobacterium tuberculosis","NextSeq 550","Rutgers University","SRP161508","Mycobacterium tuberculosis toxin-antitoxin target identification","SRS3765742","","652.07","1","25968681","1973619756","VJ73","RNA-Seq","TRANSCRIPTOMIC","PCR"
"ERX3303400","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365331","","956.02","1","56002673","2257682429","Sample 8_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303399","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365330","","535.07","1","25782829","1431543565","Sample 7_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303398","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365329","","741.28","1","45214219","1852094222","Sample 4_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303397","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365328","","517.41","1","24691642","1389875907","Sample 3_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303396","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365327","","818.87","1","46244710","1870162578","Sample 2_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303395","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365326","","868.98","1","51225481","2179088593","Sample 12_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303394","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365325","","370.93","1","40743255","720199228","Sample 11_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303393","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365324","","544.7","1","24759896","1470848970","Sample 1_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303392","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365323","","591.18","1","26710399","1628290372","Sample 9_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303391","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365322","","981.33","1","55020617","2287339126","Sample 6_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303390","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365321","","568.82","1","26947157","1513258341","Sample 5_s","OTHER","TRANSCRIPTOMIC","other"
"ERX3303389","NextSeq 500 sequencing; Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","Gallus gallus","NextSeq 500","Department of Pathology, Department of Pathology D","ERP114760","Ribosome profiling and RNA sequencing of Infectious Bronchitis Virus","ERS3365320","","983.95","1","55053803","2331547026","Sample 10_s","OTHER","TRANSCRIPTOMIC","other"
"SRX6779516","GSM4047150: KO_RPF_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326446","","36.27","1","1468123","68350009","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779515","GSM4047149: KO_RPF_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326445","","47.59","1","2140490","89768263","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779514","GSM4047148: Control_RPF_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326444","","123.07","1","6388346","232397918","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779513","GSM4047147: Control_RPF_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326443","","99.88","1","5269871","188211521","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779512","GSM4047146: KO_input_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326442","","2201.38","1","110261192","4252842056","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779511","GSM4047145: KO_input_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326441","","549.54","1","26753056","1068356356","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779510","GSM4047144: Control_input_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326440","","533.34","1","27256798","1016275908","","OTHER","TRANSCRIPTOMIC","other"
"SRX6779509","GSM4047143: Control_input_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP219880","Ribosome Footprinting (RiboSeq) analysis of mRNA translation in Dis3l2 knockout mESCs","SRS5326439","","578.88","1","26842113","1131866909","","OTHER","TRANSCRIPTOMIC","other"
"SRX6453018","GSM3944633: siDF3_ActD_2h_1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106360","","477.22","1","22477463","1146350613","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX6453017","GSM3944632: siDF2_ActD_2h_2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina HiSeq 4000","GEO","SRP214946","A unified model for the function of YTHDF proteins in the regulation of m6A-modified mRNA","SRS5106359","","762.13","1","35763705","1823948955","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
