"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX9975652","GSM5049853: PN3_smart_rep1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147782","","114.1","1","797250","239175000","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9975649","GSM5049850: MII_smart_rep2; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147779","","861.33","1","6863393","2059017900","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9975648","GSM5049849: MII_smart_rep1; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147778","","986.74","1","8252629","2475788700","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9975645","GSM5049846: mES_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147775","","6986.88","1","126008381","18901257150","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975644","GSM5049845: mES_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147774","","7408.36","1","127757146","19163571900","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975643","GSM5049844: PN5_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147773","","3885.77","1","68244930","10236739500","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975642","GSM5049843: PN5_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147772","","3973.85","1","72750151","10912522650","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975641","GSM5049842: PN3_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147771","","1663.62","1","27006182","4050927300","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975640","GSM5049841: PN3_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147770","","2915.6","1","51331418","7699712700","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975637","GSM5049838: MII_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147767","","3086.7","1","55935637","8390345550","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975636","GSM5049837: MII_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147766","","1652.46","1","28336768","4250515200","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975635","GSM5049836: Late2_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147765","","12363.99","1","225819564","33872934600","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975634","GSM5049835: Late2_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147764","","8053.8","1","146279626","21941943900","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975633","GSM5049834: ICM_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147763","","7307.11","1","132512161","19876824150","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975632","GSM5049833: ICM_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147762","","2644.86","1","46956988","7043548200","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975629","GSM5049830: Early2cell_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147759","","3186.33","1","58303111","8745466650","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975628","GSM5049829: Early2cell_50_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147758","","2677.4","1","48336849","7250527350","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975627","GSM5049828: 8cell_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147757","","3848.41","1","69673487","10451023050","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975626","GSM5049827: 8cell_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147756","","5521.5","1","101648194","15247229100","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975625","GSM5049826: 4cell_Ribo_rep2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147755","","8662.74","1","154424577","23163686550","","OTHER","TRANSCRIPTOMIC","other"
"SRX9975624","GSM5049825: 4cell_Ribo_rep1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 1500","GEO","SRP303825","Ultrasensitive Ribo-seq reveals translational landscapes during mammalian oocyte-to-embryo transition and pre-implantation development","SRS8147754","","8300.73","1","151554443","22733166450","","OTHER","TRANSCRIPTOMIC","other"
"SRX9971609","GSM5049244: frac_inf_7hpi_total_rep2; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144631","","634.56","1","33148646","2123095704","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971608","GSM5049243: frac_inf_7hpi_nuc_rep2; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144630","","1134.22","1","41800254","3762022860","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971607","GSM5049242: frac_inf_7hpi_cyto_rep2; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144629","","3534.66","1","129914179","11692276110","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971606","GSM5049241: frac_inf_7hpi_total_rep1; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144628","","1097.85","1","63358708","3707577903","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971605","GSM5049240: frac_inf_7hpi_nuc_rep1; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144627","","1679.61","1","64279631","5588515920","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971604","GSM5049239: frac_inf_7hpi_cyto_rep1; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144626","","2219.1","1","90035639","7470555594","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971603","GSM5049238: frac_uninf_total_rep2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144625","","551.19","1","31910592","1860983541","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971602","GSM5049237: frac_uninf_nuc_rep2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144624","","403.01","1","15062796","1355651640","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971601","GSM5049236: frac_uninf_cyto_rep2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144623","","1842.46","1","68612282","6175105380","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971600","GSM5049235: frac_uninf_total_rep1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144622","","686.94","1","25059786","2255380740","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971599","GSM5049234: frac_uninf_nuc_rep1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144620","","905.7","1","33658490","3029264100","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971598","GSM5049233: frac_uninf_cyto_rep1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144619","","695.34","1","25653045","2308774050","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971597","GSM5049232: slam_inf_7hpi_4h_4sU; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144621","","1009.93","1","33143609","3380648118","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971596","GSM5049231: slam_inf_6hpi_3h_4sU; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144618","","730.75","1","23964269","2444355438","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971595","GSM5049230: slam_inf_5hpi_2h_4sU_rep2; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144616","","1428.18","1","46970267","4790967234","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971594","GSM5049229: slam_inf_5hpi_2h_4sU_rep1; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144615","","1237.28","1","40134247","4093693194","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971593","GSM5049228: slam_inf_4hpi_1h_4sU; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144617","","635.41","1","20619630","2103202260","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971592","GSM5049227: slam_inf_no4sU; Homo sapiens; Severe acute respiratory syndrome coronavirus 2; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144614","","196.12","1","6415638","654395076","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971591","GSM5049226: slam_uninf_4h_4sU; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144613","","1700.3","1","55710843","5682505986","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971590","GSM5049225: slam_uninf_3h_4sU; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144612","","2346.82","1","76649580","7818257160","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971589","GSM5049224: slam_uninf_2h_4sU_rep2; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144611","","1196.19","1","39008393","3978856086","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971588","GSM5049223: slam_uninf_2h_4sU_rep1; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144610","","1739.19","1","56467354","5759670108","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971587","GSM5049222: slam_uninf_1h_4sU; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144609","","1637.56","1","53334911","5440160922","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9971586","GSM5049221: slam_uninf_no4sU; Homo sapiens; RNA-Seq","Homo sapiens","Illumina NovaSeq 6000","GEO","SRP295094","SARS-CoV-2 utilizes a multipronged strategy to suppress host protein synthesis","SRS8144607","","121.63","1","3978492","405806184","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939259","GSM5035556: ribo-seq Naïve CD4 T-cells [RPF_NaiveB]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114166","","1085.22","1","74221863","3785315013","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939258","GSM5035555: ribo-seq Naïve CD4 T-cells [RPF_NaiveA]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114165","","1100.05","1","75058180","3827967180","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939257","GSM5035554: ribo-seq activated CD4 T-cells, 72 hours after activation [RPF_72hB]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114164","","851.43","1","56568967","2885017317","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939256","GSM5035553: ribo-seq activated CD4 T-cells, 72 hours after activation [RPF_72hA]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114163","","1089.57","1","72382892","3691527492","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939255","GSM5035552: ribo-seq activated CD4 T-cells, 48 hours after activation [RPF_48hB]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114162","","1033.79","1","68355896","3486150696","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939254","GSM5035551: ribo-seq activated CD4 T-cells, 48 hours after activation [RPF_48hA]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114161","","951.46","1","62796656","3202629456","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939253","GSM5035550: ribo-seq activated CD4 T-cells, 20 hours after activation [RPF_20hB]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114160","","913.63","1","61677162","3145535262","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939252","GSM5035549: ribo-seq activated CD4 T-cells, 20 hours after activation [RFP_20hA]; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114159","","597.22","1","40444731","2062681281","","OTHER","TRANSCRIPTOMIC","other"
"SRX9939251","GSM5035548: mRNA-sequencing Naïve CD4 T-cells [mRNA_NaiveB]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114158","","212.88","1","13798855","703741605","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939250","GSM5035547: mRNA-sequencing Naïve CD4 T-cells [mRNA_NaiveA]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114157","","129.5","1","8388129","427794579","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939249","GSM5035546: mRNA-sequencing activated CD4 T-cells, 72 hours after activation [mRNA_72hB]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114156","","176.94","1","11441603","583521753","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939248","GSM5035545: mRNA-sequencing activated CD4 T-cells, 72 hours after activation [mRNA_72hA]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114155","","154.87","1","10054193","512763843","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939247","GSM5035544: mRNA-sequencing activated CD4 T-cells, 48 hours after activation [mRNA_48hB]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114154","","139.55","1","9026075","460329825","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939246","GSM5035543: mRNA-sequencing activated CD4 T-cells, 48 hours after activation [mRNA_48hA]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114153","","144.86","1","9374412","478095012","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939245","GSM5035542: mRNA-sequencing activated CD4 T-cells, 20 hours after activation [mRNA_20hB]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114152","","195.94","1","12707346","648074646","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9939244","GSM5035541: mRNA-sequencing activated CD4 T-cells, 20 hours after activation [mRNA_20hA]; Mus musculus; RNA-Seq","Mus musculus","Illumina HiSeq 2000","GEO","SRP303322","Dynamic changes in tRNA modifications and abundance during T-cell activation [RNA/Ribo-seq]","SRS8114151","","707.01","1","45755346","2333522646","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849091","GSM5019847: CD34pos_N1AcSpd_2 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030615","","3145.57","1","54875792","11084909984","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849090","GSM5019846: CD34neg_N1AcSpd_2 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030614","","2391.24","1","41694296","8422247792","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849089","GSM5019845: CD34pos_2 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030613","","2685.28","1","46758471","9445211142","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849088","GSM5019844: CD34neg_2 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030612","","2428.92","1","42423510","8569549020","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849087","GSM5019843: CD34pos_N1AcSpd_1 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030611","","2548.84","1","44446144","8978121088","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849086","GSM5019842: CD34neg_N1AcSpd_1 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030610","","2154.85","1","37587768","7592729136","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849085","GSM5019841: CD34pos_1 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030609","","3015.15","1","52699053","10645208706","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849084","GSM5019840: CD34neg_1 [RNA-seq]; Mus musculus; RNA-Seq","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030608","","2449.9","1","42715717","8628574834","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9849083","GSM5019839: CD34pos_N1AcSpd_2 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030607","","2464.85","1","85127951","8597923051","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849082","GSM5019838: CD34neg_N1AcSpd_2 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030606","","2401.03","1","83382527","8421635227","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849081","GSM5019837: CD34pos_2 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030605","","3408.05","1","101714548","10273169348","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849080","GSM5019836: CD34neg_2 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030604","","2910.44","1","88975072","8986482272","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849079","GSM5019835: CD34pos_N1AcSpd_1 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030603","","3009.79","1","100161827","10116344527","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849078","GSM5019834: CD34neg_N1AcSpd_1 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030602","","2188.8","1","72980844","7371065244","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849077","GSM5019833: CD34pos_1 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030601","","2221.48","1","77203008","7797503808","","OTHER","TRANSCRIPTOMIC","other"
"SRX9849076","GSM5019832: CD34neg_1 [Ribo-seq]; Mus musculus; OTHER","Mus musculus","Illumina NovaSeq 6000","GEO","SRP301728","Effect of N1-acetylspermidine treatment on the translatome of hair follicle stem cell organoid cultures","SRS8030600","","2668.2","1","92695629","9362258529","","OTHER","TRANSCRIPTOMIC","other"
"SRX9786612","GSM5006213: rep2 RNAseq araP; Escherichia coli; RNA-Seq","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973520","","4795.3","1","200807261","15261351836","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9786611","GSM5006212: rep2 RNAseq araM; Escherichia coli; RNA-Seq","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973519","","4530.87","1","188532026","14328433976","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX9786610","GSM5006211: rep2 ribo-seq araP; Escherichia coli; OTHER","Escherichia coli","NextSeq 500","GEO","SRP300526","Landscape of transcriptional and translational changes over 22 years of bacterial adaptation","SRS7973518","","12066.6","1","400176062","30413380712","","OTHER","TRANSCRIPTOMIC","other"
