Run,Assay Type,BioSample,Center Name,Consent,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,DATASTORE filetype,DATASTORE provider,DATASTORE region,create_date,version,AvgSpotLen,Bases,Bytes,BioProject,SRA Study,source_name,GEO_Accession (exp),TISSUE,Library Name,Genotype,TREATMENT,Strain,Cell_line,Cell_type,Age,Cultivar,BioSampleModel,molecule_subtype,sex,REPLICATE,experiment_type,Sample_Name,LINE,Isolate,ENA-FIRST-PUBLIC (run),ENA-LAST-UPDATE (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE,dev_stage,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,External_Id,Submitter_Id,SAMPLE_TYPE,Ecotype,Fraction,Broker_name,common_name,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,TIME_POINT,Developmental_stage,Organism_part,BIOMATERIAL_PROVIDER,AssemblyName,growth_condition,Collection_Date,intentional_duplicate (run),Stage,Molecule,protocol,Experimental_Factor:_protocol (exp),PHENOTYPE,agent,genotype/variation,BREED,growth_protocol,disease,library_type,harvest_condition,Experimental_Factor:_organism (exp),Experimental_Factor:_organism_part (exp),performer,replicate_type,used_library?,Condition,Passages,Replica,TEMP,collected_by,Experimental_Factor:_environmental_stress (exp),Experimental_Factor:_time (exp),Batch,shRNA,Experimental_Factor:_genotype (exp),Biological_Replicate,sub_species,environmental_stress,Hours_post_infection,Individual,media,TIME,rna_fraction,rna_type,Isolation_Source,assay,Timepoint,sequencing,cell_subtype,genetic_modification,Harvest_method,rt_enzyme,total_rna_selection_method,stress,Experimental_Factor:_compound (exp),HOST,virus_strain,ip_antibody,siRNA,gender,substrain,material,disease_stage,rna_population,metastatic_capacity,clip_antibody,Lat_Lon,cell_line/type,Experimental_Factor:_growth_condition (exp),PASSAGE,manipulation,culture_method,drug_treatment,Growth_rate,tissue_type,CULTURE_COLLECTION,ethinicity,Experimental_Factor:_dose (exp),tissue_source,transgene,BARCODE,Experimental_Factor:_cell_line (exp),chloroplast_donor_strain,chloroplast_genome
SRR9029791,OTHER,SAMN11604888,GEO,public,SRX5807087,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755945,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-05-08T12:50:00Z,1,51,872242341,315665253,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep1,GSM3755945,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029792,OTHER,SAMN11604888,GEO,public,SRX5807087,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755945,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-05-08T12:50:00Z,1,51,872051091,311438534,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep1,GSM3755945,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029793,OTHER,SAMN11604888,GEO,public,SRX5807087,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755945,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-05-08T12:50:00Z,1,51,869310963,309511359,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep1,GSM3755945,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029794,OTHER,SAMN11604888,GEO,public,SRX5807087,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755945,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-05-08T12:49:00Z,1,51,877419606,308661715,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep1,GSM3755945,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029795,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-05-08T12:53:00Z,1,51,1385446110,515644785,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029796,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"fastq,run.zq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",2019-05-08T12:53:00Z,1,51,1380357330,517372952,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029797,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-05-08T12:52:00Z,1,51,1382408652,517768657,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029798,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-05-08T12:52:00Z,1,51,1383295287,511961270,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029799,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2019-05-08T12:53:00Z,1,51,1378114707,508757666,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029800,OTHER,SAMN11604886,GEO,public,SRX5807088,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755946,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-05-08T12:53:00Z,1,51,1403926164,514026225,PRJNA541924,SRP197096,mESC_rpf_WT_batch2_rep2,GSM3755946,,,Rosa26Cre-ERT2/BirA-V5,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029801,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",2019-05-08T12:50:00Z,1,51,949067211,348610791,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029802,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-05-08T12:50:00Z,1,51,946376910,350200303,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029803,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2019-05-08T12:51:00Z,1,51,948107340,350601040,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029804,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"fastq,sra,run.zq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2019-05-08T12:50:00Z,1,51,948502284,346337921,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029805,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-05-08T12:50:00Z,1,51,944997768,344150241,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR9029806,OTHER,SAMN11604885,GEO,public,SRX5807089,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2019-08-26T00:00:00Z,GSM3755947,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2019-05-08T12:51:00Z,1,51,963406881,347011129,PRJNA541924,SRP197096,mESC_rpf_Trim71KO_batch2_rep2,GSM3755947,,,Rosa26Cre-ERT2/BirA-V5 TRIM71-/-,,(129xC57BL/6),,mESC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12415945,OTHER,SAMN15767708,GEO,public,SRX8912036,Illumina HiSeq 2000,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-12-01T00:00:00Z,GSM4715688,"run.zq,fastq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2020-08-08T15:08:00Z,1,75,657201750,205886258,PRJNA656190,SRP276951,CAG WT,GSM4715688,,,,,,,Mutiple Myeloma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildtype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189764,OTHER,SAMEA104367238,Dr. Valeria Lulla,public,ERX2245879,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367238,"fastq,run.zq,sra","gs,s3,ena,ncbi","ncbi.public,gs.US,s3.us-east-1,ena",2022-07-19T14:38:00Z,2,27,546239301,266755512,PRJEB23298,ERP105038,,,,EV-A71_5hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV-A71_5hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367238,E-MTAB-6180:EV-A71_5hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189765,OTHER,SAMEA104367239,Dr. Valeria Lulla,public,ERX2245880,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367239,"sra,run.zq,fastq","s3,ena,ncbi,gs","gs.US,s3.us-east-1,ncbi.public,ena",2022-07-24T03:41:00Z,2,26,502096945,251000063,PRJEB23298,ERP105038,,,,EV-A71_5hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV-A71_5hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367239,E-MTAB-6180:EV-A71_5hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189766,OTHER,SAMEA104367240,Dr. Valeria Lulla,public,ERX2245881,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367240,"run.zq,sra,fastq","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,gs.US,ena",2021-10-17T08:42:00Z,2,26,320992043,162047386,PRJEB23298,ERP105038,,,,EV-A71_7.5hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV-A71_7.5hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367240,E-MTAB-6180:EV-A71_7.5hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189767,OTHER,SAMEA104367241,Dr. Valeria Lulla,public,ERX2245882,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367241,"sra,run.zq,fastq","ncbi,ena,gs,s3","ena,s3.us-east-1,gs.US,ncbi.public",2022-07-24T03:40:00Z,2,25,346665701,177836915,PRJEB23298,ERP105038,,,,EV-A71_7.5hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV-A71_7.5hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367241,E-MTAB-6180:EV-A71_7.5hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189768,OTHER,SAMEA104367242,Dr. Valeria Lulla,public,ERX2245883,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367242,"fastq,sra,run.zq","ena,ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1,ena",2021-10-17T08:41:00Z,2,27,259957881,123937197,PRJEB23298,ERP105038,,,,EV_4hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV_4hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367242,E-MTAB-6180:EV_4hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189769,OTHER,SAMEA104367243,Dr. Valeria Lulla,public,ERX2245884,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367243,"sra,run.zq,fastq","s3,ena,gs,ncbi","ncbi.public,s3.us-east-1,ena,gs.US",2021-10-17T08:43:00Z,2,28,283910813,133622690,PRJEB23298,ERP105038,,,,EV_4hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV_4hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367243,E-MTAB-6180:EV_4hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189770,OTHER,SAMEA104367244,Dr. Valeria Lulla,public,ERX2245885,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367244,"sra,fastq,run.zq","gs,s3,ncbi,ena","ncbi.public,ena,gs.US,s3.us-east-1",2022-07-24T03:38:00Z,2,26,266753880,129604805,PRJEB23298,ERP105038,,,,EV_6hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV_6hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367244,E-MTAB-6180:EV_6hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189771,OTHER,SAMEA104367245,Dr. Valeria Lulla,public,ERX2245886,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367245,"fastq,run.zq,sra","ena,s3,gs,ncbi","ncbi.public,gs.US,ena,s3.us-east-1",2022-07-13T21:26:00Z,2,30,320971124,149360860,PRJEB23298,ERP105038,,,,EV_6hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:EV_6hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367245,E-MTAB-6180:EV_6hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189772,OTHER,SAMEA104367246,Dr. Valeria Lulla,public,ERX2245887,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367246,"sra,run.zq,fastq","s3,ncbi,ena,gs","s3.us-east-1,gs.US,ena,ncbi.public",2021-10-17T08:45:00Z,2,29,610109087,282692240,PRJEB23298,ERP105038,,,,PV1_4hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:PV1_4hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367246,E-MTAB-6180:PV1_4hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189773,OTHER,SAMEA104367247,Dr. Valeria Lulla,public,ERX2245888,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367247,"run.zq,sra,fastq","gs,ncbi,ena,s3","ena,s3.us-east-1,gs.US,ncbi.public",2021-10-17T08:44:00Z,2,29,585324739,270960945,PRJEB23298,ERP105038,,,,PV1_4hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:PV1_4hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367247,E-MTAB-6180:PV1_4hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189774,OTHER,SAMEA104367248,Dr. Valeria Lulla,public,ERX2245889,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367248,"fastq,sra,run.zq","gs,s3,ncbi,ena","ena,gs.US,ncbi.public,s3.us-east-1",2021-10-17T08:41:00Z,2,24,205679312,102131821,PRJEB23298,ERP105038,,,,PV1_6hpi.rep1_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:PV1_6hpi.rep1,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367248,E-MTAB-6180:PV1_6hpi.rep1,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2189775,OTHER,SAMEA104367249,Dr. Valeria Lulla,public,ERX2245890,NextSeq 550,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-25T00:00:00Z,SAMEA104367249,"sra,fastq,run.zq","ena,s3,gs,ncbi","s3.us-east-1,ena,ncbi.public,gs.US",2021-10-17T08:44:00Z,2,27,325336124,159218310,PRJEB23298,ERP105038,,,,PV1_6hpi.rep2_s,,,,RD cell,mixed spindle cell and large multinucleated cells,,,,,,,,E-MTAB-6180:PV1_6hpi.rep2,,,2018-10-20,2018-11-16,2018-10-20,2017-11-02,,University of Cambridge,University of Cambridge,2018-10-20T17:03:07Z,2017-11-02T11:07:01Z,public,SAMEA104367249,E-MTAB-6180:PV1_6hpi.rep2,,,,ArrayExpress,human,,,,,,muscle tissue,,,,,,,,,,,,,,,rhabdomyosarcoma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR12414240,OTHER,SAMN15762711,GEO,public,SRX8910390,HiSeq X Ten,SINGLE,other,TRANSCRIPTOMIC,Rattus norvegicus,ILLUMINA,2021-03-11T00:00:00Z,GSM4715425,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",2020-08-07T22:07:00Z,1,29,1443080668,590150838,PRJNA655955,SRP276711,Neonatal rat ventricular cardiomyocytes,GSM4715425,cardiac ventricle,,,treated with PE for 24 hours,Sprague-Dawley,,ventricular cardiomyocytes,post natal day 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
